Response Time,Concurrency (WC1)
36.668528,1
83.733516,2
110.193158,3
98.577633,4
97.089646,5
98.307481,6
115.010069,7
131.622,7
130.787709,7
163.527333,7
188.810191,4
254.514922,5
263.148417,6
304.495927,7
383.469163,8
322.122146,9
279.187757,10
353.012478,10
356.058507,11
401.178382,12
353.917324,13
405.774863,14
404.792473,15
394.126248,16
416.719952,16
435.431277,17
445.957298,18
491.935887,19
461.972193,19
478.174238,20
518.350396,21
485.111105,22
498.794544,23
68.80029,24
539.634192,25
543.775123,25
549.528981,26
559.511222,26
602.256664,26
556.05193,25
563.434037,25
568.863903,25
537.560614,26
543.115157,27
568.876244,28
556.761874,27
555.28426,26
551.567582,27
589.17018,27
8.127553,28
592.514616,28
573.024318,26
604.871947,27
582.318914,27
619.431458,28
563.161813,29
607.741663,29
585.060305,30
583.971688,31
620.823413,31
597.607505,32
598.776036,33
608.989573,34
594.432313,34
592.601606,35
595.108267,36
651.162843,35
651.013862,36
641.505835,36
612.30874,35
620.122743,36
621.989306,37
620.584757,38
631.421554,38
614.891878,38
651.986612,39
669.931983,40
710.9943,41
652.980847,41
670.95306,42
693.042015,43
674.488613,43
689.664456,44
12.251276,45
740.868146,46
10.405356,44
745.069199,43
807.144583,44
780.230865,44
815.731899,44
786.120703,42
779.077904,43
788.704142,44
824.601205,45
777.494214,46
816.075134,45
800.122811,46
841.628981,47
795.590622,48
788.742198,49
772.884349,48
702.657643,45
675.335614,41
714.406103,39
712.004643,40
710.457674,39
713.128672,39
687.721183,40
723.562338,41
685.385649,38
710.840559,39
667.282868,40
657.624344,38
663.602988,39
659.538275,38
800.440601,38
745.665257,39
771.016381,38
792.197429,39
807.234162,39
802.916926,40
950.334307,40
15.922249,40
1012.611944,40
1008.906758,40
1015.669462,41
1015.609652,41
1015.089618,42
1011.795172,43
994.45541,44
999.013103,44
995.74129,45
988.766086,46
991.667022,47
1000.76265,48
1008.770311,49
1006.991705,49
1022.022058,50
1101.030388,51
19.65158,52
1099.910416,52
1083.567435,51
1085.146573,52
1133.399826,53
11.560792,52
1100.147397,44
1111.441181,43
1081.02293,42
1065.035922,42
1078.736278,41
1035.854541,41
1004.893986,41
1003.05116,42
996.136204,43
995.933377,44
1000.688025,45
1001.246109,44
1038.108058,45
1009.017563,46
1001.785201,46
20.08075,45
1010.138343,46
990.972744,47
992.612237,46
949.716303,46
939.556396,47
864.142421,47
1004.778496,48
851.753178,49
893.526024,50
21.682759,49
858.427073,49
86.999135,50
53.088829,48
877.243269,49
845.006068,50
25.238564,50
841.245141,49
892.701326,50
880.420767,50
817.544423,51
50.659041,52
856.355444,53
844.804019,53
829.262022,50
814.549784,51
818.994145,51
873.291968,50
863.205661,51
977.295513,52
910.945645,49
926.265503,50
995.29511,48
980.835055,49
990.89967,50
973.865551,50
953.771438,51
8.543783,52
965.278368,53
1025.07023,54
955.238569,54
1005.103778,55
994.725315,55
8.121111,56
982.589064,57
983.03185,56
961.806611,55
950.585136,56
953.091941,57
962.969053,58
963.563652,58
954.813282,59
943.869767,60
948.940899,61
935.891324,62
941.968812,63
5.371597,64
934.298563,63
921.364622,63
838.62918,50
831.653253,49
833.197326,47
878.687019,48
837.27973,48
836.846083,49
834.457508,48
884.416684,49
895.733911,50
929.627507,50
928.072753,51
963.347367,51
914.496716,51
947.630263,52
958.502624,53
952.052564,54
995.899406,55
1026.424275,55
1056.696142,56
1028.246544,57
1069.103602,58
1045.981166,59
1054.92284,60
1055.336562,61
1054.746415,61
1105.96971,61
1052.91004,62
1090.965556,62
1102.992549,63
1148.66291,64
1153.056169,64
1145.964876,64
1137.671893,62
1140.812963,63
1176.200058,64
1156.244635,65
1160.899113,66
1165.768039,67
1159.736635,68
1211.541323,68
1163.286631,69
1190.552191,69
1245.85752,70
1218.658328,71
1203.612533,72
1209.311416,73
16.005692,74
1246.648949,74
1220.997102,75
1212.877415,74
1207.522689,74
1204.97911,75
1191.278376,76
1173.918352,77
29.592797,76
14.561632,75
1168.752528,76
1214.569978,77
1209.81706,76
12.710959,76
1208.853095,77
21.112888,77
1186.372558,77
1186.109309,76
1045.441421,58
1046.237877,59
1028.204167,59
1011.638944,60
1011.093566,61
1003.288071,59
988.094355,60
980.506442,60
1028.177662,61
975.04516,62
982.996756,62
958.745684,59
963.611233,60
1020.557055,61
1051.96016,59
1044.903378,59
50.39635,59
1030.207331,60
1028.48095,61
1027.860576,62
1008.706175,62
1004.455458,63
1008.033033,63
1028.11605,64
1013.766545,65
1022.098864,65
1073.999542,63
1051.978733,62
1056.735519,62
1125.368164,62
1085.968257,61
1095.934856,62
1093.802403,63
1070.443482,63
7.503659,63
8.606862,62
1059.959508,61
1047.422636,62
1054.052257,62
1048.657746,63
1055.207639,64
1048.553407,63
1049.436085,63
1039.35332,60
1111.049364,59
6.862214,60
1144.363703,58
1129.509183,59
5.377229,59
1162.926588,58
1089.868301,57
5.39853,57
1084.955158,58
1093.07487,59
1075.890827,59
1080.606991,60
1081.569478,61
1107.435431,61
1088.214238,62
1087.861993,60
1073.441009,61
1113.314789,62
1073.600139,63
1015.413307,61
1008.275966,61
1060.311748,61
1050.698857,62
1045.125097,62
1045.002376,63
967.588413,53
949.185704,54
946.689705,55
954.995819,56
947.038039,57
947.338447,58
944.647913,59
954.941724,59
916.989211,59
908.188829,59
926.519429,60
921.689492,61
970.399588,62
970.223875,63
1002.126068,63
1011.026243,64
995.274954,64
991.656364,65
995.817355,66
990.263747,67
996.484916,65
998.480031,66
1004.891769,67
997.355978,65
1005.410105,66
998.499447,67
994.884667,65
998.360974,66
1039.448118,67
1050.475336,68
1062.363977,69
1062.447169,70
1038.880781,69
1045.722795,70
1037.8559,70
1088.731249,71
1054.151472,72
1048.887297,73
57.603741,74
1037.015311,75
1046.257049,75
33.021621,76
1062.907406,77
1067.263288,73
