Target Time,Load Intensity,Successful Transactions,Failed Transactions,Dropped Transactions,Avg Response Time,Final Batch Dispatch Time,Watts(Utilization of 34.69.59.237),Watts(Utilization of 34.123.191.220),Watts(Utilization of 34.68.141.118),15.04.2021;13:32:53080
0.5,30.0,0,0,0,0.0,0.551,0.030131826741996232,0.11244979919678715,0.1638655462184874
1.5,30.0,32,0,0,0.785,1.489,0.08588957055214724,0.9512195121951219,0.9815950920245399
2.5,30.0,46,0,0,0.544,2.463,0.029585798816568046,0.5290697674418605,0.7034883720930233
3.5,30.0,32,0,0,0.315,3.496,0.06557377049180328,0.41935483870967744,0.7675675675675676
4.5,30.0,32,0,0,0.297,4.496,0.05649717514124294,0.43820224719101125,0.6949152542372882
5.5,30.0,28,0,0,0.292,5.478,0.09302325581395349,0.5344827586206896,0.6705202312138728
6.5,30.0,30,0,0,0.305,6.487,0.03932584269662921,0.5111111111111111,0.7541899441340782
7.5,30.0,30,0,0,0.33,7.485,0.04597701149425287,0.5625,0.6797752808988764
8.5,30.0,34,0,0,0.27,8.462,0.03468208092485549,0.6091954022988506,0.6551724137931034
9.5,30.0,29,0,0,0.196,9.485,0.027777777777777776,0.47540983606557374,0.6574585635359116
10.5,30.0,31,0,0,0.192,10.462,0.023255813953488372,0.47701149425287354,0.5114942528735632
11.5,30.0,30,0,0,0.186,11.477,0.05,0.5,0.5824175824175825
12.5,30.0,29,0,0,0.188,12.476,0.03954802259887006,0.672316384180791,0.6420454545454546
13.5,30.0,33,0,0,0.176,13.507,0.04419889502762431,0.41304347826086957,0.5108695652173914
14.5,30.0,27,0,0,0.159,14.48,0.029069767441860465,0.3313953488372093,0.5174418604651163
15.5,30.0,32,0,0,0.188,15.527,0.0962566844919786,0.46808510638297873,0.6310160427807486
16.5,30.0,30,0,0,0.181,16.512,0.034482758620689655,0.5371428571428571,0.5632183908045977
17.5,30.0,27,0,0,0.182,17.488,0.03508771929824561,0.5632183908045977,0.8342857142857143
18.5,30.0,31,0,0,0.196,18.469,0.028735632183908046,0.48554913294797686,0.6666666666666666
19.5,30.0,31,0,0,0.209,19.484,0.05027932960893855,0.5111111111111111,0.7197802197802198
20.5,30.0,29,0,0,0.184,20.462,0.04597701149425287,0.5375722543352601,0.6954022988505747
21.5,30.0,33,0,0,0.202,21.485,0.04419889502762431,0.5164835164835165,0.5
22.5,30.0,26,0,0,0.178,22.464,0.03468208092485549,0.7456647398843931,0.7586206896551724
23.5,30.0,32,0,0,0.23,23.514,0.03867403314917127,0.42021276595744683,0.5828877005347594
24.5,30.0,30,0,0,0.183,24.464,0.029940119760479042,0.3630952380952381,0.6666666666666666
25.5,30.0,31,0,0,0.21,25.496,0.0972972972972973,0.5543478260869565,0.644808743169399
26.5,30.0,28,0,0,0.189,26.49,0.04,0.4915254237288136,0.7613636363636364
27.5,30.0,30,0,0,0.192,27.484,0.04,0.48863636363636365,0.7386363636363636
28.5,30.0,32,0,0,0.176,28.469,0.028735632183908046,0.41040462427745666,0.5344827586206896
29.5,30.0,28,0,0,0.167,29.505,0.03825136612021858,0.3675675675675676,0.5760869565217391
30.5,30.0,31,0,0,0.173,30.487,0.05202312138728324,0.6206896551724138,0.603448275862069
31.5,30.0,25,0,0,0.295,31.464,0.057803468208092484,0.5465116279069767,0.9425287356321839
32.5,30.0,37,0,0,0.236,32.496,0.0273224043715847,0.45054945054945056,0.5652173913043478
33.5,30.0,30,0,0,0.187,33.474,0.06358381502890173,0.5664739884393064,0.6971428571428572
34.5,30.0,27,0,0,0.181,34.476,0.033707865168539325,0.36312849162011174,0.5842696629213483
35.5,30.0,32,0,0,0.185,35.492,0.0782122905027933,0.49444444444444446,0.5469613259668509
36.5,30.0,32,0,0,0.183,36.53,0.03296703296703297,0.5027027027027027,0.543010752688172
37.5,30.0,27,0,0,0.176,37.485,0.047619047619047616,0.5621301775147929,0.43452380952380953
38.5,30.0,32,0,0,0.173,38.501,0.027777777777777776,0.4419889502762431,0.56353591160221
39.5,30.0,28,0,0,0.177,39.466,0.041176470588235294,0.4152046783625731,0.6802325581395349
40.5,30.0,32,0,0,0.167,40.525,0.07446808510638298,0.3526315789473684,0.6157894736842106
41.5,30.0,29,0,0,0.197,41.466,0.03636363636363636,0.4233128834355828,0.7710843373493976
42.5,30.0,30,0,0,0.189,42.481,0.03314917127071823,0.43646408839779005,0.6153846153846154
43.5,30.0,29,0,0,0.191,43.484,0.03389830508474576,0.659217877094972,0.6384180790960452
44.5,30.0,31,0,0,0.166,44.488,0.027932960893854747,0.34269662921348315,0.5444444444444444
45.5,30.0,28,0,0,0.209,45.483,0.07386363636363637,0.4157303370786517,0.7005649717514124
46.5,30.0,31,0,0,0.19,46.496,0.05027932960893855,0.569060773480663,0.6519337016574586
